Time	 Node0px 	 Node0py 	 Node0pz 	 Node1px 	 Node1py 	 Node1pz 	 
(s)	 (m) 	(m) 	(m) 	(m) 	(m) 	(m) 	
0	 1	 0	 5	 0	 0	 0	 
0.001	 0.999807	 0	 4.9956	 0	 0	 0	 
0.002	 0.999145	 0	 4.98253	 0	 0	 0	 
0.003	 0.997766	 0	 4.96099	 0	 0	 0	 
0.004	 0.995261	 0	 4.9312	 0	 0	 0	 
0.005	 0.991075	 0	 4.89342	 0	 0	 0	 
0.006	 0.984527	 0	 4.84797	 0	 0	 0	 
0.007	 0.974824	 -2.15223e-21	 4.79526	 0	 0	 0	 
0.008	 0.961097	 6.64583e-20	 4.73584	 0	 0	 0	 
0.009	 0.942422	 -5.37276e-23	 4.67038	 0	 0	 0	 
0.01	 0.917867	 -8.42429e-20	 4.5997	 0	 0	 0	 
0.011	 0.886533	 3.42837e-19	 4.52483	 0	 0	 0	 
0.012	 0.847603	 1.25924e-18	 4.44693	 0	 0	 0	 
0.013	 0.80039	 1.94232e-18	 4.36737	 0	 0	 0	 
0.014	 0.744387	 2.66086e-18	 4.28765	 0	 0	 0	 
0.015	 0.679317	 3.7859e-18	 4.20938	 0	 0	 0	 
0.016	 0.605162	 5.41217e-18	 4.13424	 0	 0	 0	 
0.017	 0.522205	 6.91819e-18	 4.06395	 0	 0	 0	 
0.018	 0.431042	 8.81064e-18	 4.00017	 0	 0	 0	 
0.019	 0.332602	 1.08902e-17	 3.94445	 0	 0	 0	 
0.02	 0.228141	 1.32497e-17	 3.89816	 0	 0	 0	 
0.021	 0.119222	 1.56653e-17	 3.86238	 0	 0	 0	 
0.022	 0.00768032	 1.8205e-17	 3.83789	 0	 0	 0	 
0.023	 -0.104452	 2.06845e-17	 3.82501	 0	 0	 0	 
0.024	 -0.215038	 2.30289e-17	 3.8236	 0	 0	 0	 
0.025	 -0.321971	 2.51565e-17	 3.83303	 0	 0	 0	 
0.026	 -0.423307	 2.71041e-17	 3.85218	 0	 0	 0	 
0.027	 -0.517402	 2.855e-17	 3.8795	 0	 0	 0	 
0.028	 -0.603015	 3.01954e-17	 3.91318	 0	 0	 0	 
0.029	 -0.679363	 3.13792e-17	 3.9512	 0	 0	 0	 
0.03	 -0.746128	 3.24352e-17	 3.99157	 0	 0	 0	 
0.031	 -0.803414	 3.34964e-17	 4.03235	 0	 0	 0	 
0.032	 -0.851672	 3.41242e-17	 4.07183	 0	 0	 0	 
0.033	 -0.891607	 3.50812e-17	 4.10852	 0	 0	 0	 
0.034	 -0.924087	 3.5907e-17	 4.14124	 0	 0	 0	 
0.035	 -0.950054	 3.60869e-17	 4.16904	 0	 0	 0	 
0.036	 -0.970456	 3.59619e-17	 4.19123	 0	 0	 0	 
0.037	 -0.986187	 3.59669e-17	 4.20735	 0	 0	 0	 
0.038	 -0.998053	 3.58024e-17	 4.21711	 0	 0	 0	 
0.039	 -1.00674	 3.58775e-17	 4.22034	 0	 0	 0	 
0.04	 -1.01282	 3.57668e-17	 4.217	 0	 0	 0	 
0.041	 -1.0167	 3.53537e-17	 4.20714	 0	 0	 0	 
0.042	 -1.01867	 3.49119e-17	 4.19086	 0	 0	 0	 
0.043	 -1.01889	 3.43995e-17	 4.1683	 0	 0	 0	 
0.044	 -1.01738	 3.36618e-17	 4.13966	 0	 0	 0	 
0.045	 -1.01404	 3.26792e-17	 4.10518	 0	 0	 0	 
0.046	 -1.00867	 3.14365e-17	 4.06513	 0	 0	 0	 
0.047	 -1.00099	 3.03145e-17	 4.01982	 0	 0	 0	 
0.048	 -0.990604	 2.90234e-17	 3.96965	 0	 0	 0	 
0.049	 -0.977087	 2.76632e-17	 3.91503	 0	 0	 0	 
0.05	 -0.959952	 2.6285e-17	 3.85649	 0	 0	 0	 
0.051	 -0.938694	 2.5491e-17	 3.79462	 0	 0	 0	 
0.052	 -0.912809	 2.49464e-17	 3.73009	 0	 0	 0	 
0.053	 -0.881819	 2.41257e-17	 3.66366	 0	 0	 0	 
0.054	 -0.845295	 2.33799e-17	 3.59619	 0	 0	 0	 
0.055	 -0.802885	 2.26366e-17	 3.52859	 0	 0	 0	 
0.056	 -0.754338	 2.18832e-17	 3.46185	 0	 0	 0	 
0.057	 -0.69952	 2.15537e-17	 3.39701	 0	 0	 0	 
0.058	 -0.638438	 2.16461e-17	 3.33513	 0	 0	 0	 
0.059	 -0.571247	 2.18075e-17	 3.27725	 0	 0	 0	 
0.06	 -0.498267	 2.18872e-17	 3.22443	 0	 0	 0	 
0.061	 -0.419984	 2.21259e-17	 3.17763	 0	 0	 0	 
0.062	 -0.337057	 2.22925e-17	 3.13774	 0	 0	 0	 
0.063	 -0.250308	 2.28021e-17	 3.10552	 0	 0	 0	 
0.064	 -0.16072	 2.33953e-17	 3.08158	 0	 0	 0	 
0.065	 -0.0694129	 2.40028e-17	 3.06632	 0	 0	 0	 
0.066	 0.0223836	 2.46898e-17	 3.05993	 0	 0	 0	 
0.067	 0.113376	 2.54445e-17	 3.06233	 0	 0	 0	 
0.068	 0.202263	 2.63812e-17	 3.07315	 0	 0	 0	 
0.069	 0.287803	 2.72945e-17	 3.09176	 0	 0	 0	 
0.07	 0.368884	 2.79081e-17	 3.11729	 0	 0	 0	 
0.071	 0.444577	 2.87944e-17	 3.14864	 0	 0	 0	 
0.072	 0.514186	 2.96588e-17	 3.18459	 0	 0	 0	 
0.073	 0.577268	 3.01704e-17	 3.22383	 0	 0	 0	 
0.074	 0.63363	 3.03466e-17	 3.26505	 0	 0	 0	 
0.075	 0.683308	 3.03185e-17	 3.30697	 0	 0	 0	 
0.076	 0.726529	 3.07255e-17	 3.34845	 0	 0	 0	 
0.077	 0.763666	 3.1301e-17	 3.38845	 0	 0	 0	 
0.078	 0.795189	 3.19938e-17	 3.42609	 0	 0	 0	 
0.079	 0.821619	 3.2682e-17	 3.46065	 0	 0	 0	 
0.08	 0.843484	 3.30136e-17	 3.49155	 0	 0	 0	 
0.081	 0.861292	 3.31501e-17	 3.51835	 0	 0	 0	 
0.082	 0.875499	 3.3034e-17	 3.54073	 0	 0	 0	 
0.083	 0.886492	 3.3214e-17	 3.55847	 0	 0	 0	 
0.084	 0.894577	 3.32171e-17	 3.57144	 0	 0	 0	 
0.085	 0.899969	 3.31504e-17	 3.5796	 0	 0	 0	 
0.086	 0.902795	 3.29416e-17	 3.58298	 0	 0	 0	 
0.087	 0.903094	 3.23251e-17	 3.58164	 0	 0	 0	 
0.088	 0.900831	 3.13636e-17	 3.57573	 0	 0	 0	 
0.089	 0.895882	 2.99867e-17	 3.56543	 0	 0	 0	 
0.09	 0.888046	 2.82236e-17	 3.551	 0	 0	 0	 
0.091	 0.877072	 2.57555e-17	 3.53274	 0	 0	 0	 
0.092	 0.862663	 2.26682e-17	 3.51103	 0	 0	 0	 
0.093	 0.844499	 1.89191e-17	 3.48632	 0	 0	 0	 
0.094	 0.82225	 1.44165e-17	 3.4591	 0	 0	 0	 
0.095	 0.795596	 9.10401e-18	 3.42995	 0	 0	 0	 
0.096	 0.764245	 2.24984e-18	 3.39952	 0	 0	 0	 
0.097	 0.727954	 -4.99781e-18	 3.3685	 0	 0	 0	 
0.098	 0.686546	 -1.27881e-17	 3.33763	 0	 0	 0	 
0.099	 0.639926	 -2.12688e-17	 3.30771	 0	 0	 0	 
0.1	 0.588102	 -3.09113e-17	 3.27956	 0	 0	 0	 
0.101	 0.531192	 -4.12386e-17	 3.25397	 0	 0	 0	 
0.102	 0.46944	 -5.22621e-17	 3.23176	 0	 0	 0	 
0.103	 0.40322	 -6.40439e-17	 3.2137	 0	 0	 0	 
0.104	 0.333041	 -7.62909e-17	 3.20046	 0	 0	 0	 
0.105	 0.259546	 -8.87087e-17	 3.19268	 0	 0	 0	 
0.106	 0.183506	 -1.01398e-16	 3.19081	 0	 0	 0	 
0.107	 0.1058	 -1.14133e-16	 3.19521	 0	 0	 0	 
0.108	 0.0273991	 -1.26629e-16	 3.20601	 0	 0	 0	 
0.109	 -0.0506739	 -1.38678e-16	 3.22319	 0	 0	 0	 
0.11	 -0.127381	 -1.50076e-16	 3.24648	 0	 0	 0	 
0.111	 -0.20172	 -1.60568e-16	 3.27543	 0	 0	 0	 
0.112	 -0.272769	 -1.70246e-16	 3.30936	 0	 0	 0	 
0.113	 -0.339734	 -1.7923e-16	 3.34746	 0	 0	 0	 
0.114	 -0.401979	 -1.87309e-16	 3.38878	 0	 0	 0	 
0.115	 -0.459051	 -1.94205e-16	 3.43227	 0	 0	 0	 
0.116	 -0.510678	 -2.00088e-16	 3.47688	 0	 0	 0	 
0.117	 -0.556769	 -2.04371e-16	 3.52157	 0	 0	 0	 
0.118	 -0.597382	 -2.07586e-16	 3.56533	 0	 0	 0	 
0.119	 -0.632702	 -2.09855e-16	 3.60729	 0	 0	 0	 
0.12	 -0.663003	 -2.11775e-16	 3.64664	 0	 0	 0	 
0.121	 -0.688615	 -2.12943e-16	 3.68272	 0	 0	 0	 
0.122	 -0.709891	 -2.13471e-16	 3.71496	 0	 0	 0	 
0.123	 -0.727177	 -2.13629e-16	 3.74294	 0	 0	 0	 
0.124	 -0.740793	 -2.13824e-16	 3.76634	 0	 0	 0	 
0.125	 -0.75101	 -2.13142e-16	 3.78494	 0	 0	 0	 
0.126	 -0.758043	 -2.12066e-16	 3.7986	 0	 0	 0	 
0.127	 -0.76204	 -2.10112e-16	 3.80729	 0	 0	 0	 
0.128	 -0.763077	 -2.07716e-16	 3.81104	 0	 0	 0	 
0.129	 -0.761166	 -2.0445e-16	 3.80997	 0	 0	 0	 
0.13	 -0.756253	 -2.00116e-16	 3.80424	 0	 0	 0	 
0.131	 -0.748228	 -1.95008e-16	 3.7941	 0	 0	 0	 
0.132	 -0.736933	 -1.8854e-16	 3.77987	 0	 0	 0	 
0.133	 -0.722175	 -1.8129e-16	 3.7619	 0	 0	 0	 
0.134	 -0.703742	 -1.72492e-16	 3.74065	 0	 0	 0	 
0.135	 -0.681416	 -1.61917e-16	 3.71661	 0	 0	 0	 
0.136	 -0.654986	 -1.49968e-16	 3.69033	 0	 0	 0	 
0.137	 -0.624274	 -1.36356e-16	 3.66243	 0	 0	 0	 
0.138	 -0.58914	 -1.21152e-16	 3.63357	 0	 0	 0	 
0.139	 -0.54951	 -1.04123e-16	 3.60444	 0	 0	 0	 
0.14	 -0.50538	 -8.54316e-17	 3.57577	 0	 0	 0	 
0.141	 -0.456836	 -6.50191e-17	 3.54828	 0	 0	 0	 
0.142	 -0.40406	 -4.30875e-17	 3.5227	 0	 0	 0	 
0.143	 -0.347344	 -1.97457e-17	 3.49973	 0	 0	 0	 
0.144	 -0.287086	 5.00622e-18	 3.48	 0	 0	 0	 
0.145	 -0.223795	 3.05141e-17	 3.4641	 0	 0	 0	 
0.146	 -0.158085	 5.67603e-17	 3.4525	 0	 0	 0	 
0.147	 -0.0906611	 8.33055e-17	 3.44557	 0	 0	 0	 
0.148	 -0.022307	 1.09889e-16	 3.44352	 0	 0	 0	 
0.149	 0.0461434	 1.36114e-16	 3.44642	 0	 0	 0	 
0.15	 0.113834	 1.61633e-16	 3.45416	 0	 0	 0	 
0.151	 0.17992	 1.86094e-16	 3.46649	 0	 0	 0	 
0.152	 0.243607	 2.08936e-16	 3.48296	 0	 0	 0	 
0.153	 0.304178	 2.29938e-16	 3.50299	 0	 0	 0	 
0.154	 0.361029	 2.49389e-16	 3.5259	 0	 0	 0	 
0.155	 0.413684	 2.67375e-16	 3.55091	 0	 0	 0	 
0.156	 0.461806	 2.83608e-16	 3.57718	 0	 0	 0	 
0.157	 0.505201	 2.97732e-16	 3.60388	 0	 0	 0	 
0.158	 0.543798	 3.09518e-16	 3.63019	 0	 0	 0	 
0.159	 0.577643	 3.1958e-16	 3.65534	 0	 0	 0	 
0.16	 0.606869	 3.27318e-16	 3.67864	 0	 0	 0	 
0.161	 0.631672	 3.32787e-16	 3.69948	 0	 0	 0	 
0.162	 0.652288	 3.37101e-16	 3.71735	 0	 0	 0	 
0.163	 0.668966	 3.40013e-16	 3.73184	 0	 0	 0	 
0.164	 0.681954	 3.42531e-16	 3.74261	 0	 0	 0	 
0.165	 0.691474	 3.43693e-16	 3.74944	 0	 0	 0	 
0.166	 0.697716	 3.43448e-16	 3.7522	 0	 0	 0	 
0.167	 0.700825	 3.41678e-16	 3.75082	 0	 0	 0	 
0.168	 0.700901	 3.38803e-16	 3.7453	 0	 0	 0	 
0.169	 0.697991	 3.34537e-16	 3.73575	 0	 0	 0	 
0.17	 0.692099	 3.29197e-16	 3.72229	 0	 0	 0	 
0.171	 0.683181	 3.22525e-16	 3.70514	 0	 0	 0	 
0.172	 0.671159	 3.14238e-16	 3.68457	 0	 0	 0	 
0.173	 0.655927	 3.04129e-16	 3.6609	 0	 0	 0	 
0.174	 0.637361	 2.92e-16	 3.63451	 0	 0	 0	 
0.175	 0.61533	 2.78553e-16	 3.60583	 0	 0	 0	 
0.176	 0.589707	 2.63398e-16	 3.57532	 0	 0	 0	 
0.177	 0.560387	 2.46136e-16	 3.54351	 0	 0	 0	 
0.178	 0.52729	 2.26779e-16	 3.51094	 0	 0	 0	 
0.179	 0.490383	 2.05917e-16	 3.4782	 0	 0	 0	 
0.18	 0.449682	 1.82717e-16	 3.44587	 0	 0	 0	 
0.181	 0.405268	 1.5738e-16	 3.41457	 0	 0	 0	 
0.182	 0.357294	 1.30352e-16	 3.38489	 0	 0	 0	 
0.183	 0.305986	 1.01965e-16	 3.3574	 0	 0	 0	 
0.184	 0.251654	 7.22072e-17	 3.33265	 0	 0	 0	 
0.185	 0.194689	 4.07284e-17	 3.31112	 0	 0	 0	 
0.186	 0.135559	 8.44908e-18	 3.29323	 0	 0	 0	 
0.187	 0.0748042	 -2.45696e-17	 3.27932	 0	 0	 0	 
0.188	 0.013029	 -5.79901e-17	 3.26962	 0	 0	 0	 
0.189	 -0.0491172	 -9.141e-17	 3.26424	 0	 0	 0	 
0.19	 -0.110956	 -1.2444e-16	 3.26318	 0	 0	 0	 
0.191	 -0.171805	 -1.56707e-16	 3.26631	 0	 0	 0	 
0.192	 -0.231	 -1.87898e-16	 3.27338	 0	 0	 0	 
0.193	 -0.28792	 -2.17483e-16	 3.284	 0	 0	 0	 
0.194	 -0.34201	 -2.45342e-16	 3.29769	 0	 0	 0	 
0.195	 -0.3928	 -2.71206e-16	 3.31389	 0	 0	 0	 
0.196	 -0.439918	 -2.95021e-16	 3.33197	 0	 0	 0	 
0.197	 -0.483092	 -3.17031e-16	 3.35129	 0	 0	 0	 
0.198	 -0.522154	 -3.36935e-16	 3.37117	 0	 0	 0	 
0.199	 -0.557028	 -3.54559e-16	 3.39096	 0	 0	 0	 
0.2	 -0.587723	 -3.7e-16	 3.41007	 0	 0	 0	 
0.201	 -0.614309	 -3.82653e-16	 3.42792	 0	 0	 0	 
0.202	 -0.63691	 -3.93114e-16	 3.44404	 0	 0	 0	 
0.203	 -0.655678	 -4.00957e-16	 3.45799	 0	 0	 0	 
0.204	 -0.670778	 -4.07137e-16	 3.46944	 0	 0	 0	 
0.205	 -0.682376	 -4.1141e-16	 3.47811	 0	 0	 0	 
0.206	 -0.690625	 -4.13603e-16	 3.48381	 0	 0	 0	 
0.207	 -0.695657	 -4.13881e-16	 3.48642	 0	 0	 0	 
0.208	 -0.697571	 -4.12626e-16	 3.48587	 0	 0	 0	 
0.209	 -0.696437	 -4.09196e-16	 3.48217	 0	 0	 0	 
0.21	 -0.692291	 -4.04657e-16	 3.4754	 0	 0	 0	 
0.211	 -0.685134	 -3.97846e-16	 3.46568	 0	 0	 0	 
0.212	 -0.67494	 -3.88843e-16	 3.45319	 0	 0	 0	 
0.213	 -0.66166	 -3.77707e-16	 3.43815	 0	 0	 0	 
0.214	 -0.645223	 -3.64555e-16	 3.42084	 0	 0	 0	 
0.215	 -0.625555	 -3.49792e-16	 3.4016	 0	 0	 0	 
0.216	 -0.602576	 -3.32796e-16	 3.38078	 0	 0	 0	 
0.217	 -0.576217	 -3.13929e-16	 3.35879	 0	 0	 0	 
0.218	 -0.546429	 -2.93074e-16	 3.33607	 0	 0	 0	 
0.219	 -0.513187	 -2.69741e-16	 3.31307	 0	 0	 0	 
0.22	 -0.476507	 -2.44047e-16	 3.29027	 0	 0	 0	 
0.221	 -0.436447	 -2.16211e-16	 3.26818	 0	 0	 0	 
0.222	 -0.39312	 -1.86335e-16	 3.24727	 0	 0	 0	 
0.223	 -0.346696	 -1.54412e-16	 3.22804	 0	 0	 0	 
0.224	 -0.297408	 -1.20588e-16	 3.21093	 0	 0	 0	 
0.225	 -0.245554	 -8.52808e-17	 3.19639	 0	 0	 0	 
0.226	 -0.191497	 -4.85143e-17	 3.18477	 0	 0	 0	 
0.227	 -0.135663	 -1.06357e-17	 3.1764	 0	 0	 0	 
0.228	 -0.0785325	 2.78868e-17	 3.17152	 0	 0	 0	 
0.229	 -0.0206338	 6.67185e-17	 3.17028	 0	 0	 0	 
0.23	 0.0374704	 1.05389e-16	 3.17274	 0	 0	 0	 
0.231	 0.0951983	 1.43488e-16	 3.17886	 0	 0	 0	 
0.232	 0.151968	 1.80556e-16	 3.18849	 0	 0	 0	 
0.233	 0.207214	 2.16153e-16	 3.20138	 0	 0	 0	 
0.234	 0.26041	 2.50101e-16	 3.21718	 0	 0	 0	 
0.235	 0.311084	 2.81822e-16	 3.23547	 0	 0	 0	 
0.236	 0.358829	 3.11519e-16	 3.25576	 0	 0	 0	 
0.237	 0.403319	 3.38905e-16	 3.27751	 0	 0	 0	 
0.238	 0.444307	 3.63672e-16	 3.30014	 0	 0	 0	 
0.239	 0.48163	 3.85967e-16	 3.32308	 0	 0	 0	 
0.24	 0.515195	 4.06071e-16	 3.34578	 0	 0	 0	 
0.241	 0.544981	 4.23311e-16	 3.36771	 0	 0	 0	 
0.242	 0.571015	 4.38152e-16	 3.38839	 0	 0	 0	 
0.243	 0.593368	 4.50071e-16	 3.40737	 0	 0	 0	 
0.244	 0.612136	 4.59752e-16	 3.4243	 0	 0	 0	 
0.245	 0.627429	 4.67355e-16	 3.43886	 0	 0	 0	 
0.246	 0.639358	 4.72826e-16	 3.45083	 0	 0	 0	 
0.247	 0.648026	 4.76677e-16	 3.46001	 0	 0	 0	 
0.248	 0.653521	 4.79004e-16	 3.46631	 0	 0	 0	 
0.249	 0.655909	 4.79369e-16	 3.46969	 0	 0	 0	 
0.25	 0.655234	 4.77368e-16	 3.47014	 0	 0	 0	 
0.251	 0.651515	 4.73372e-16	 3.46774	 0	 0	 0	 
0.252	 0.644747	 4.66894e-16	 3.46262	 0	 0	 0	 
0.253	 0.634908	 4.58029e-16	 3.45495	 0	 0	 0	 
0.254	 0.621958	 4.46936e-16	 3.44495	 0	 0	 0	 
0.255	 0.60585	 4.33367e-16	 3.4329	 0	 0	 0	 
0.256	 0.586536	 4.17716e-16	 3.41909	 0	 0	 0	 
0.257	 0.563971	 3.99627e-16	 3.40388	 0	 0	 0	 
0.258	 0.538127	 3.79387e-16	 3.38764	 0	 0	 0	 
0.259	 0.508998	 3.56642e-16	 3.37079	 0	 0	 0	 
0.26	 0.476606	 3.31091e-16	 3.35374	 0	 0	 0	 
0.261	 0.441014	 3.0298e-16	 3.33693	 0	 0	 0	 
0.262	 0.402327	 2.72847e-16	 3.3208	 0	 0	 0	 
0.263	 0.360701	 2.40318e-16	 3.30578	 0	 0	 0	 
0.264	 0.316344	 2.05769e-16	 3.29229	 0	 0	 0	 
0.265	 0.269524	 1.6929e-16	 3.28072	 0	 0	 0	 
0.266	 0.22056	 1.3115e-16	 3.27141	 0	 0	 0	 
0.267	 0.169828	 9.18045e-17	 3.26466	 0	 0	 0	 
0.268	 0.117752	 5.14286e-17	 3.26069	 0	 0	 0	 
0.269	 0.0647994	 1.03891e-17	 3.25968	 0	 0	 0	 
0.27	 0.0114665	 -3.08713e-17	 3.26169	 0	 0	 0	 
0.271	 -0.0417297	 -7.19635e-17	 3.26671	 0	 0	 0	 
0.272	 -0.0942685	 -1.12472e-16	 3.27465	 0	 0	 0	 
0.273	 -0.145641	 -1.51922e-16	 3.28531	 0	 0	 0	 
0.274	 -0.195364	 -1.89956e-16	 3.29842	 0	 0	 0	 
0.275	 -0.242997	 -2.26087e-16	 3.31364	 0	 0	 0	 
0.276	 -0.288155	 -2.6025e-16	 3.33055	 0	 0	 0	 
0.277	 -0.330513	 -2.9239e-16	 3.34871	 0	 0	 0	 
0.278	 -0.369814	 -3.22061e-16	 3.36762	 0	 0	 0	 
0.279	 -0.405873	 -3.49015e-16	 3.38679	 0	 0	 0	 
0.28	 -0.438566	 -3.73059e-16	 3.40573	 0	 0	 0	 
0.281	 -0.46783	 -3.94007e-16	 3.42397	 0	 0	 0	 
0.282	 -0.493654	 -4.11716e-16	 3.44108	 0	 0	 0	 
0.283	 -0.516065	 -4.2769e-16	 3.45665	 0	 0	 0	 
0.284	 -0.535117	 -4.41165e-16	 3.47036	 0	 0	 0	 
0.285	 -0.550885	 -4.51816e-16	 3.4819	 0	 0	 0	 
0.286	 -0.563449	 -4.59119e-16	 3.49105	 0	 0	 0	 
0.287	 -0.572887	 -4.6348e-16	 3.49765	 0	 0	 0	 
0.288	 -0.579271	 -4.65747e-16	 3.50159	 0	 0	 0	 
0.289	 -0.582657	 -4.65885e-16	 3.5028	 0	 0	 0	 
0.29	 -0.583086	 -4.64158e-16	 3.5013	 0	 0	 0	 
0.291	 -0.58058	 -4.60376e-16	 3.49714	 0	 0	 0	 
0.292	 -0.575146	 -4.54925e-16	 3.49044	 0	 0	 0	 
0.293	 -0.566772	 -4.46892e-16	 3.48134	 0	 0	 0	 
0.294	 -0.555439	 -4.36758e-16	 3.47006	 0	 0	 0	 
0.295	 -0.541118	 -4.24893e-16	 3.45683	 0	 0	 0	 
0.296	 -0.523783	 -4.10609e-16	 3.44193	 0	 0	 0	 
0.297	 -0.503409	 -3.93829e-16	 3.42569	 0	 0	 0	 
0.298	 -0.479989	 -3.74248e-16	 3.40844	 0	 0	 0	 
0.299	 -0.453532	 -3.52326e-16	 3.39056	 0	 0	 0	 
0.3	 -0.424074	 -3.28001e-16	 3.37242	 0	 0	 0	 
0.301	 -0.391684	 -3.00892e-16	 3.35444	 0	 0	 0	 
0.302	 -0.35647	 -2.71321e-16	 3.337	 0	 0	 0	 
0.303	 -0.318581	 -2.39386e-16	 3.32049	 0	 0	 0	 
0.304	 -0.278213	 -2.05133e-16	 3.3053	 0	 0	 0	 
0.305	 -0.23561	 -1.69077e-16	 3.29177	 0	 0	 0	 
0.306	 -0.191062	 -1.31407e-16	 3.28021	 0	 0	 0	 
0.307	 -0.144907	 -9.26417e-17	 3.27091	 0	 0	 0	 
0.308	 -0.097524	 -5.29809e-17	 3.26406	 0	 0	 0	 
0.309	 -0.0493266	 -1.26833e-17	 3.25982	 0	 0	 0	 
0.31	 -0.000755979	 2.78678e-17	 3.25828	 0	 0	 0	 
0.311	 0.0477302	 6.83114e-17	 3.25943	 0	 0	 0	 
0.312	 0.0956698	 1.08249e-16	 3.2632	 0	 0	 0	 
0.313	 0.142609	 1.47403e-16	 3.26945	 0	 0	 0	 
0.314	 0.188115	 1.85143e-16	 3.27795	 0	 0	 0	 
0.315	 0.231789	 2.21195e-16	 3.28842	 0	 0	 0	 
0.316	 0.273274	 2.55435e-16	 3.3005	 0	 0	 0	 
0.317	 0.312267	 2.87672e-16	 3.31383	 0	 0	 0	 
0.318	 0.348519	 3.17509e-16	 3.32798	 0	 0	 0	 
0.319	 0.38184	 3.44892e-16	 3.34253	 0	 0	 0	 
0.32	 0.412095	 3.69838e-16	 3.35705	 0	 0	 0	 
0.321	 0.439203	 3.92312e-16	 3.37113	 0	 0	 0	 
0.322	 0.463126	 4.1228e-16	 3.38438	 0	 0	 0	 
0.323	 0.483865	 4.2942e-16	 3.39645	 0	 0	 0	 
0.324	 0.501446	 4.43856e-16	 3.40701	 0	 0	 0	 
0.325	 0.515919	 4.55517e-16	 3.41582	 0	 0	 0	 
0.326	 0.52734	 4.64629e-16	 3.42264	 0	 0	 0	 
0.327	 0.535772	 4.7085e-16	 3.42733	 0	 0	 0	 
0.328	 0.541271	 4.74447e-16	 3.42976	 0	 0	 0	 
0.329	 0.543887	 4.74994e-16	 3.42988	 0	 0	 0	 
0.33	 0.54366	 4.72762e-16	 3.42769	 0	 0	 0	 
0.331	 0.540616	 4.68069e-16	 3.42321	 0	 0	 0	 
0.332	 0.534768	 4.60759e-16	 3.41654	 0	 0	 0	 
0.333	 0.526118	 4.50678e-16	 3.40782	 0	 0	 0	 
0.334	 0.514662	 4.38565e-16	 3.3972	 0	 0	 0	 
0.335	 0.500388	 4.23185e-16	 3.3849	 0	 0	 0	 
0.336	 0.483285	 4.05391e-16	 3.37118	 0	 0	 0	 
0.337	 0.463348	 3.85215e-16	 3.35629	 0	 0	 0	 
0.338	 0.440583	 3.62738e-16	 3.34055	 0	 0	 0	 
0.339	 0.41501	 3.37889e-16	 3.32427	 0	 0	 0	 
0.34	 0.386674	 3.10961e-16	 3.30781	 0	 0	 0	 
0.341	 0.355645	 2.81583e-16	 3.2915	 0	 0	 0	 
0.342	 0.322029	 2.49687e-16	 3.2757	 0	 0	 0	 
0.343	 0.285965	 2.15749e-16	 3.26076	 0	 0	 0	 
0.344	 0.247632	 1.80166e-16	 3.247	 0	 0	 0	 
0.345	 0.20725	 1.42756e-16	 3.23475	 0	 0	 0	 
0.346	 0.165081	 1.03908e-16	 3.22428	 0	 0	 0	 
0.347	 0.121425	 6.39539e-17	 3.21584	 0	 0	 0	 
0.348	 0.0766196	 2.31271e-17	 3.20962	 0	 0	 0	 
0.349	 0.0310343	 -1.82469e-17	 3.20577	 0	 0	 0	 
0.35	 -0.0149374	 -5.98213e-17	 3.20437	 0	 0	 0	 
0.351	 -0.0608852	 -1.01208e-16	 3.20543	 0	 0	 0	 
0.352	 -0.106393	 -1.42022e-16	 3.20891	 0	 0	 0	 
0.353	 -0.151048	 -1.81894e-16	 3.21468	 0	 0	 0	 
0.354	 -0.194454	 -2.20539e-16	 3.22258	 0	 0	 0	 
0.355	 -0.236239	 -2.57803e-16	 3.23234	 0	 0	 0	 
0.356	 -0.276067	 -2.93003e-16	 3.2437	 0	 0	 0	 
0.357	 -0.313642	 -3.25823e-16	 3.25631	 0	 0	 0	 
0.358	 -0.348717	 -3.55955e-16	 3.26981	 0	 0	 0	 
0.359	 -0.381093	 -3.8339e-16	 3.28384	 0	 0	 0	 
0.36	 -0.410621	 -4.08173e-16	 3.298	 0	 0	 0	 
0.361	 -0.437196	 -4.29925e-16	 3.31192	 0	 0	 0	 
0.362	 -0.460757	 -4.49239e-16	 3.32526	 0	 0	 0	 
0.363	 -0.481278	 -4.66041e-16	 3.33767	 0	 0	 0	 
0.364	 -0.49876	 -4.79993e-16	 3.34886	 0	 0	 0	 
0.365	 -0.513225	 -4.91307e-16	 3.35858	 0	 0	 0	 
0.366	 -0.52471	 -5.00358e-16	 3.36662	 0	 0	 0	 
0.367	 -0.533256	 -5.06356e-16	 3.37281	 0	 0	 0	 
0.368	 -0.538908	 -5.09676e-16	 3.37703	 0	 0	 0	 
0.369	 -0.541707	 -5.09829e-16	 3.37922	 0	 0	 0	 
0.37	 -0.541687	 -5.07319e-16	 3.37934	 0	 0	 0	 
0.371	 -0.538875	 -5.02227e-16	 3.37742	 0	 0	 0	 
0.372	 -0.533288	 -4.94099e-16	 3.37351	 0	 0	 0	 
0.373	 -0.524936	 -4.8271e-16	 3.36774	 0	 0	 0	 
0.374	 -0.513824	 -4.68635e-16	 3.36023	 0	 0	 0	 
0.375	 -0.499953	 -4.51631e-16	 3.35118	 0	 0	 0	 
0.376	 -0.483325	 -4.31815e-16	 3.34078	 0	 0	 0	 
