Time	 x	y	z	roll	pitch	yaw
(s)	 (m)	(m)	(m)	(deg)	(deg)	(deg)
5.569	 -0.00989747	 -3.26283e-16	 4.17089	 180	 95.2844	 -180
5.57	 -0.0102134	 -3.33195e-16	 4.17087	 180	 95.4999	 -180
5.571	 -0.0104653	 -3.38063e-16	 4.17084	 180	 95.6808	 -180
5.572	 -0.0106516	 -3.40729e-16	 4.17082	 180	 95.8261	 -180
5.573	 -0.0107711	 -3.41229e-16	 4.17079	 180	 95.9348	 -180
5.574	 -0.0108233	 -3.39493e-16	 4.17077	 180	 96.0063	 -180
5.575	 -0.0108078	 -3.35563e-16	 4.17075	 180	 96.0402	 -180
5.576	 -0.0107247	 -3.2945e-16	 4.17074	 180	 96.0363	 -180
5.577	 -0.0105746	 -3.21322e-16	 4.17073	 180	 95.9946	 -180
5.578	 -0.0103585	 -3.11178e-16	 4.17072	 180	 95.9153	 -180
5.579	 -0.0100778	 -2.9905e-16	 4.17072	 180	 95.7991	 -180
5.58	 -0.00973415	 -2.85019e-16	 4.17072	 180	 95.6467	 -180
5.581	 -0.00932978	 -2.69134e-16	 4.17073	 180	 95.459	 -180
5.582	 -0.00886721	 -2.51617e-16	 4.17074	 180	 95.2373	 -180
5.583	 -0.00834934	 -2.32544e-16	 4.17075	 180	 94.9828	 -180
5.584	 -0.00777938	 -2.1201e-16	 4.17077	 180	 94.6973	 -180
5.585	 -0.00716091	 -1.90115e-16	 4.17079	 180	 94.3825	 -180
5.586	 -0.00649777	 -1.6696e-16	 4.17081	 180	 94.0404	 -180
5.587	 -0.00579411	 -1.42717e-16	 4.17084	 180	 93.6731	 -180
5.588	 -0.00505432	 -1.17549e-16	 4.17087	 180	 93.283	 -180
5.589	 -0.00428303	 -9.15334e-17	 4.17089	 180	 92.8724	 -180
5.59	 -0.00348507	 -6.49351e-17	 4.17092	 180	 92.444	 -180
5.591	 -0.00266543	 -3.79016e-17	 4.17094	 180	 92.0004	 -180
5.592	 -0.00182926	 -1.06697e-17	 4.17097	 180	 91.5444	 -180
5.593	 -0.000981797	 1.66443e-17	 4.17099	 180	 91.0788	 -180
5.594	 -0.00012838	 4.38942e-17	 4.17101	 180	 90.6067	 -180
5.595	 0.00072563	 7.09294e-17	 4.17102	 180	 90.1308	 -180
5.596	 0.00157486	 9.74903e-17	 4.17104	 6.58146e-10	 90.3457	 -6.58239e-10
5.597	 0.00241397	 1.23464e-16	 4.17104	 2.77548e-10	 90.8199	 -2.776e-10
5.598	 0.00323767	 1.48617e-16	 4.17105	 1.76584e-10	 91.2889	 -1.76624e-10
5.599	 0.00404078	 1.72849e-16	 4.17105	 1.30097e-10	 91.7497	 -1.3013e-10
5.6	 0.00481826	 1.95957e-16	 4.17104	 1.03533e-10	 92.1993	 -1.03561e-10
5.601	 0.00556522	 2.17854e-16	 4.17104	 8.64093e-11	 92.6351	 -8.64335e-11
5.602	 0.00627697	 2.38379e-16	 4.17102	 7.45776e-11	 93.0541	 -7.45985e-11
5.603	 0.00694905	 2.57433e-16	 4.17101	 6.5952e-11	 93.4539	 -6.59698e-11
5.604	 0.00757726	 2.7488e-16	 4.17099	 5.94637e-11	 93.832	 -5.94785e-11
5.605	 0.00815769	 2.90587e-16	 4.17097	 5.44511e-11	 94.1858	 -5.44632e-11
5.606	 0.00868672	 3.0448e-16	 4.17094	 5.05072e-11	 94.5133	 -5.05165e-11
5.607	 0.00916107	 3.16444e-16	 4.17092	 4.73775e-11	 94.8124	 -4.73842e-11
5.608	 0.00957781	 3.26416e-16	 4.17089	 4.48585e-11	 95.0812	 -4.48627e-11
5.609	 0.00993437	 3.34333e-16	 4.17086	 4.28739e-11	 95.3181	 -4.28755e-11
5.61	 0.0102286	 3.40111e-16	 4.17084	 4.12963e-11	 95.5215	 -4.12955e-11
5.611	 0.0104586	 3.4367e-16	 4.17081	 4.01004e-11	 95.6903	 -4.00971e-11
5.612	 0.0106232	 3.4509e-16	 4.17079	 3.91844e-11	 95.8234	 -3.91788e-11
5.613	 0.0107212	 3.4433e-16	 4.17077	 3.85483e-11	 95.9199	 -3.85405e-11
5.614	 0.0107521	 3.41328e-16	 4.17075	 3.81921e-11	 95.9793	 -3.8182e-11
5.615	 0.0107158	 3.36178e-16	 4.17073	 3.80394e-11	 96.0013	 -3.80275e-11
5.616	 0.0106125	 3.28898e-16	 4.17072	 3.81667e-11	 95.9857	 -3.81527e-11
5.617	 0.0104429	 3.19555e-16	 4.17071	 3.85229e-11	 95.9327	 -3.85072e-11
5.618	 0.0102082	 3.08225e-16	 4.1707	 3.91081e-11	 95.8425	 -3.90909e-11
5.619	 0.00990971	 2.94994e-16	 4.1707	 3.99987e-11	 95.7159	 -3.998e-11
5.62	 0.0095494	 2.79855e-16	 4.17071	 4.11691e-11	 95.5535	 -4.11493e-11
5.621	 0.00912952	 2.62966e-16	 4.17071	 4.26958e-11	 95.3565	 -4.26749e-11
5.622	 0.00865269	 2.44443e-16	 4.17073	 4.46295e-11	 95.126	 -4.46078e-11
5.623	 0.00812188	 2.2435e-16	 4.17074	 4.70722e-11	 94.8635	 -4.70498e-11
5.624	 0.00754042	 2.02853e-16	 4.17076	 5.01001e-11	 94.5708	 -5.00773e-11
5.625	 0.00691192	 1.79997e-16	 4.17078	 5.38913e-11	 94.2495	 -5.38684e-11
5.626	 0.00624031	 1.55913e-16	 4.1708	 5.87258e-11	 93.9017	 -5.8703e-11
5.627	 0.00552979	 1.30823e-16	 4.17083	 6.49342e-11	 93.5297	 -6.4912e-11
5.628	 0.00478479	 1.04775e-16	 4.17085	 7.31019e-11	 93.1357	 -7.30805e-11
5.629	 0.00400997	 7.80605e-17	 4.17088	 8.42211e-11	 92.7222	 -8.42012e-11
5.63	 0.00321018	 5.07428e-17	 4.17091	 1.00073e-10	 92.2917	 -1.00055e-10
5.631	 0.00239045	 2.30216e-17	 4.17093	 1.24194e-10	 91.8471	 -1.2418e-10
5.632	 0.0015559	 -4.85796e-18	 4.17095	 1.64982e-10	 91.3909	 -1.64972e-10
5.633	 0.000711776	 -3.27551e-17	 4.17097	 2.47803e-10	 90.9262	 -2.47803e-10
5.634	 -0.000136608	 -6.05322e-17	 4.17099	 5.03622e-10	 90.4559	 -5.0365e-10
5.635	 -0.000983922	 -8.79832e-17	 4.17101	 180	 90.0172	 -180
5.636	 -0.00182484	 -1.14957e-16	 4.17102	 180	 90.4901	 -180
5.637	 -0.00265405	 -1.41268e-16	 4.17103	 180	 90.9598	 -180
5.638	 -0.00346636	 -1.66797e-16	 4.17103	 180	 91.4233	 -180
5.639	 -0.00425665	 -1.91317e-16	 4.17103	 180	 91.8778	 -180
5.64	 -0.00501995	 -2.14653e-16	 4.17102	 180	 92.3204	 -180
5.641	 -0.00575147	 -2.36729e-16	 4.17101	 180	 92.7483	 -180
5.642	 -0.00644662	 -2.57408e-16	 4.171	 180	 93.1588	 -180
5.643	 -0.00710105	 -2.76552e-16	 4.17099	 180	 93.5495	 -180
5.644	 -0.00771067	 -2.94051e-16	 4.17097	 180	 93.9177	 -180
5.645	 -0.00827167	 -3.09721e-16	 4.17094	 180	 94.2612	 -180
5.646	 -0.00878058	 -3.23544e-16	 4.17092	 180	 94.5779	 -180
5.647	 -0.00923424	 -3.35435e-16	 4.17089	 180	 94.8658	 -180
5.648	 -0.00962984	 -3.45339e-16	 4.17087	 180	 95.1231	 -180
5.649	 -0.00996497	 -3.53112e-16	 4.17084	 180	 95.3482	 -180
5.65	 -0.0102376	 -3.58707e-16	 4.17081	 180	 95.5397	 -180
5.651	 -0.010446	 -3.62043e-16	 4.17079	 180	 95.6964	 -180
5.652	 -0.0105889	 -3.63138e-16	 4.17077	 180	 95.8174	 -180
5.653	 -0.0106656	 -3.62038e-16	 4.17074	 180	 95.9019	 -180
5.654	 -0.0106755	 -3.58762e-16	 4.17073	 180	 95.9494	 -180
5.655	 -0.0106187	 -3.53296e-16	 4.17071	 180	 95.9596	 -180
5.656	 -0.0104956	 -3.45707e-16	 4.1707	 180	 95.9325	 -180
5.657	 -0.0103069	 -3.35988e-16	 4.17069	 180	 95.8683	 -180
5.658	 -0.0100539	 -3.24243e-16	 4.17069	 180	 95.7674	 -180
5.659	 -0.00973808	 -3.10554e-16	 4.17069	 180	 95.6305	 -180
5.66	 -0.00936154	 -2.94971e-16	 4.17069	 180	 95.4584	 -180
5.661	 -0.00892659	 -2.77564e-16	 4.1707	 180	 95.2522	 -180
5.662	 -0.00843595	 -2.58423e-16	 4.17071	 180	 95.0132	 -180
5.663	 -0.00789269	 -2.37783e-16	 4.17073	 180	 94.743	 -180
5.664	 -0.00730021	 -2.15745e-16	 4.17075	 180	 94.4432	 -180
5.665	 -0.00666219	 -1.92443e-16	 4.17077	 180	 94.1157	 -180
5.666	 -0.00598262	 -1.67972e-16	 4.17079	 180	 93.7626	 -180
5.667	 -0.00526574	 -1.42473e-16	 4.17082	 180	 93.386	 -180
5.668	 -0.00451604	 -1.16111e-16	 4.17084	 180	 92.9884	 -180
5.669	 -0.00373821	 -8.9066e-17	 4.17087	 180	 92.5721	 -180
5.67	 -0.00293711	 -6.15132e-17	 4.17089	 180	 92.1399	 -180
5.671	 -0.00211777	 -3.36411e-17	 4.17092	 180	 91.6945	 -180
5.672	 -0.00128534	 -5.64364e-18	 4.17094	 180	 91.2385	 -180
5.673	 -0.000445038	 2.23366e-17	 4.17096	 180	 90.7749	 -180
5.674	 0.00039785	 5.01772e-17	 4.17098	 180	 90.3066	 -180
5.675	 0.00123802	 7.76892e-17	 4.17099	 1.41736e-09	 90.1635	 -1.41753e-09
5.676	 0.0020702	 1.04653e-16	 4.171	 3.66527e-10	 90.6325	 -3.66589e-10
5.677	 0.00288913	 1.30911e-16	 4.17101	 2.11291e-10	 91.0974	 -2.11334e-10
5.678	 0.00368968	 1.56207e-16	 4.17101	 1.4913e-10	 91.5552	 -1.49165e-10
5.679	 0.0044668	 1.80429e-16	 4.171	 1.15798e-10	 92.0032	 -1.15828e-10
5.68	 0.00521562	 2.03395e-16	 4.171	 9.51368e-11	 92.4385	 -9.51626e-11
5.681	 0.00593142	 2.25103e-16	 4.17099	 8.11678e-11	 92.8584	 -8.11902e-11
5.682	 0.00660974	 2.45377e-16	 4.17097	 7.11935e-11	 93.2602	 -7.12127e-11
5.683	 0.00724631	 2.64138e-16	 4.17096	 6.37383e-11	 93.6415	 -6.37546e-11
5.684	 0.00783717	 2.81265e-16	 4.17094	 5.80388e-11	 93.9998	 -5.80522e-11
5.685	 0.00837864	 2.96575e-16	 4.17091	 5.3586e-11	 94.3329	 -5.35967e-11
5.686	 0.00886736	 3.09945e-16	 4.17089	 5.00747e-11	 94.6387	 -5.00826e-11
5.687	 0.00930029	 3.21354e-16	 4.17086	 4.72503e-11	 94.9153	 -4.72557e-11
5.688	 0.00967477	 3.30797e-16	 4.17084	 4.50112e-11	 95.1611	 -4.5014e-11
5.689	 0.00998851	 3.38119e-16	 4.17081	 4.32301e-11	 95.3743	 -4.32304e-11
5.69	 0.0102396	 3.43233e-16	 4.17079	 4.18561e-11	 95.5539	 -4.18539e-11
5.691	 0.0104265	 3.46172e-16	 4.17076	 4.07874e-11	 95.6985	 -4.0783e-11
5.692	 0.010548	 3.46882e-16	 4.17074	 4.00241e-11	 95.8075	 -4.00175e-11
5.693	 0.0106036	 3.45378e-16	 4.17072	 3.95407e-11	 95.88	 -3.95318e-11
5.694	 0.0105928	 3.41598e-16	 4.1707	 3.93117e-11	 95.9157	 -3.93008e-11
5.695	 0.0105159	 3.35632e-16	 4.17069	 3.93371e-11	 95.9143	 -3.93243e-11
5.696	 0.0103732	 3.27554e-16	 4.17068	 3.9617e-11	 95.8759	 -3.96023e-11
5.697	 0.0101657	 3.17463e-16	 4.17067	 4.01259e-11	 95.8007	 -4.01096e-11
5.698	 0.00989484	 3.05394e-16	 4.17067	 4.09401e-11	 95.6893	 -4.09223e-11
5.699	 0.00956217	 2.91429e-16	 4.17067	 4.20342e-11	 95.5424	 -4.20151e-11
5.7	 0.00916985	 2.75616e-16	 4.17068	 4.34591e-11	 95.3608	 -4.34389e-11
5.701	 0.00872031	 2.5806e-16	 4.17069	 4.52911e-11	 95.1458	 -4.527e-11
5.702	 0.00821638	 2.38929e-16	 4.1707	 4.76065e-11	 94.8986	 -4.75847e-11
5.703	 0.0076612	 2.18375e-16	 4.17072	 5.04818e-11	 94.6209	 -5.04594e-11
5.704	 0.00705822	 1.96445e-16	 4.17074	 5.40694e-11	 94.3144	 -5.40469e-11
5.705	 0.00641123	 1.73255e-16	 4.17076	 5.8624e-11	 93.981	 -5.86015e-11
5.706	 0.00572424	 1.48983e-16	 4.17078	 6.44253e-11	 93.6228	 -6.44033e-11
5.707	 0.00500157	 1.23753e-16	 4.17081	 7.20078e-11	 93.2421	 -7.19865e-11
5.708	 0.00424772	 9.77192e-17	 4.17083	 8.2211e-11	 92.8412	 -8.21909e-11
5.709	 0.00346742	 7.10955e-17	 4.17086	 9.64344e-11	 92.4226	 -9.64161e-11
5.71	 0.00266554	 4.39825e-17	 4.17088	 1.17477e-10	 91.9889	 -1.17461e-10
5.711	 0.00184713	 1.66477e-17	 4.17091	 1.51496e-10	 91.543	 -1.51485e-10
5.712	 0.00101732	 -1.07844e-17	 4.17093	 2.1498e-10	 91.0875	 -2.14976e-10
5.713	 0.000181325	 -3.81575e-17	 4.17095	 3.74008e-10	 90.6253	 -3.74022e-10
5.714	 -0.000655605	 -6.5306e-17	 4.17096	 1.46853e-09	 90.1593	 -1.46866e-09
5.715	 -0.0014882	 -9.2046e-17	 4.17097	 180	 90.3076	 -180
5.716	 -0.00231123	 -1.18227e-16	 4.17098	 180	 90.7724	 -180
5.717	 -0.0031195	 -1.43637e-16	 4.17099	 180	 91.2323	 -180
5.718	 -0.00390795	 -1.68125e-16	 4.17099	 180	 91.6843	 -180
5.719	 -0.0046716	 -1.91452e-16	 4.17098	 180	 92.1256	 -180
5.72	 -0.00540566	 -2.13518e-16	 4.17098	 180	 92.5534	 -180
5.721	 -0.00610553	 -2.34236e-16	 4.17097	 180	 92.9652	 -180
5.722	 -0.00676682	 -2.53473e-16	 4.17095	 180	 93.3582	 -180
5.723	 -0.0073854	 -2.7108e-16	 4.17093	 180	 93.73	 -180
5.724	 -0.0079574	 -2.86952e-16	 4.17091	 180	 94.0783	 -180
5.725	 -0.00847927	 -3.01003e-16	 4.17089	 180	 94.401	 -180
5.726	 -0.00894777	 -3.13147e-16	 4.17087	 180	 94.6959	 -180
5.727	 -0.00936001	 -3.23333e-16	 4.17084	 180	 94.9613	 -180
5.728	 -0.00971343	 -3.31524e-16	 4.17081	 180	 95.1955	 -180
5.729	 -0.0100059	 -3.37597e-16	 4.17079	 180	 95.397	 -180
5.73	 -0.0102356	 -3.41433e-16	 4.17076	 180	 95.5647	 -180
5.731	 -0.0104011	 -3.43057e-16	 4.17074	 180	 95.6974	 -180
5.732	 -0.0105015	 -3.42466e-16	 4.17072	 180	 95.7944	 -180
5.733	 -0.0105362	 -3.39669e-16	 4.1707	 180	 95.8551	 -180
5.734	 -0.0105051	 -3.34657e-16	 4.17068	 180	 95.8791	 -180
5.735	 -0.0104082	 -3.27487e-16	 4.17067	 180	 95.8663	 -180
5.736	 -0.0102463	 -3.18302e-16	 4.17066	 180	 95.8167	 -180
5.737	 -0.0100205	 -3.07102e-16	 4.17066	 180	 95.7308	 -180
5.738	 -0.0097321	 -2.93871e-16	 4.17066	 180	 95.6091	 -180
5.739	 -0.00938297	 -2.78751e-16	 4.17066	 180	 95.4523	 -180
5.74	 -0.0089753	 -2.61878e-16	 4.17067	 180	 95.2615	 -180
5.741	 -0.00851163	 -2.43379e-16	 4.17068	 180	 95.0378	 -180
5.742	 -0.00799487	 -2.23328e-16	 4.17069	 180	 94.7827	 -180
5.743	 -0.00742823	 -2.01787e-16	 4.17071	 180	 94.4977	 -180
5.744	 -0.00681526	 -1.78907e-16	 4.17073	 180	 94.1848	 -180
5.745	 -0.00615979	 -1.54824e-16	 4.17075	 180	 93.8457	 -180
5.746	 -0.0054659	 -1.29695e-16	 4.17077	 180	 93.4827	 -180
5.747	 -0.00473793	 -1.03655e-16	 4.1708	 180	 93.098	 -180
5.748	 -0.00398044	 -7.69307e-17	 4.17082	 180	 92.6941	 -180
5.749	 -0.00319817	 -4.96539e-17	 4.17085	 180	 92.2734	 -180
5.75	 -0.00239602	 -2.20068e-17	 4.17087	 180	 91.8386	 -180
5.751	 -0.00157902	 5.81151e-18	 4.17089	 180	 91.3924	 -180
5.752	 -0.000752315	 3.36443e-17	 4.17091	 180	 90.9376	 -180
5.753	 7.89155e-05	 6.13764e-17	 4.17093	 180	 90.477	 -180
5.754	 0.00090944	 8.88017e-17	 4.17095	 180	 90.0136	 -180
5.755	 0.00173403	 1.15732e-16	 4.17096	 5.24995e-10	 90.4498	 -5.25074e-10
5.756	 0.00254751	 1.41997e-16	 4.17096	 2.59457e-10	 90.9102	 -2.59506e-10
5.757	 0.00334475	 1.67423e-16	 4.17097	 1.73073e-10	 91.3648	 -1.73112e-10
5.758	 0.00412074	 1.91818e-16	 4.17097	 1.30479e-10	 91.8107	 -1.30511e-10
5.759	 0.0048706	 2.15091e-16	 4.17096	 1.05238e-10	 92.2451	 -1.05266e-10
5.76	 0.00558963	 2.37092e-16	 4.17095	 8.86739e-11	 92.6653	 -8.86979e-11
5.761	 0.00627331	 2.57689e-16	 4.17094	 7.70203e-11	 93.0687	 -7.70411e-11
5.762	 0.00691737	 2.76772e-16	 4.17092	 6.8471e-11	 93.4528	 -6.84887e-11
5.763	 0.00751778	 2.94156e-16	 4.17091	 6.19826e-11	 93.815	 -6.19974e-11
5.764	 0.00807079	 3.09794e-16	 4.17089	 5.69447e-11	 94.1532	 -5.69567e-11
5.765	 0.00857297	 3.2358e-16	 4.17086	 5.29753e-11	 94.4653	 -5.29846e-11
5.766	 0.00902121	 3.35468e-16	 4.17084	 4.98202e-11	 94.7492	 -4.98268e-11
5.767	 0.00941274	 3.4529e-16	 4.17081	 4.72758e-11	 95.0033	 -4.72799e-11
5.768	 0.00974514	 3.52913e-16	 4.17079	 4.52911e-11	 95.2259	 -4.52927e-11
5.769	 0.0100164	 3.58387e-16	 4.17076	 4.37135e-11	 95.4158	 -4.37127e-11
5.77	 0.0102248	 3.61618e-16	 4.17074	 4.24922e-11	 95.5716	 -4.2489e-11
5.771	 0.0103692	 3.62655e-16	 4.17071	 4.16017e-11	 95.6924	 -4.15962e-11
5.772	 0.0104487	 3.6147e-16	 4.17069	 4.0991e-11	 95.7775	 -4.09834e-11
5.773	 0.0104627	 3.58061e-16	 4.17068	 4.06602e-11	 95.8265	 -4.06505e-11
5.774	 0.0104114	 3.52419e-16	 4.17066	 4.05839e-11	 95.8389	 -4.05722e-11
5.775	 0.010295	 3.44619e-16	 4.17065	 4.0762e-11	 95.8148	 -4.07486e-11
5.776	 0.0101143	 3.34727e-16	 4.17064	 4.11945e-11	 95.7543	 -4.11795e-11
5.777	 0.00987047	 3.22814e-16	 4.17064	 4.1907e-11	 95.6579	 -4.18904e-11
5.778	 0.00956501	 3.08979e-16	 4.17064	 4.29248e-11	 95.526	 -4.29069e-11
5.779	 0.00919985	 2.93259e-16	 4.17064	 4.42733e-11	 95.3597	 -4.42543e-11
5.78	 0.0087773	 2.75753e-16	 4.17065	 4.60035e-11	 95.1599	 -4.59835e-11
5.781	 0.00829999	 2.56497e-16	 4.17066	 4.81663e-11	 94.9278	 -4.81456e-11
5.782	 0.0077709	 2.35691e-16	 4.17068	 5.09143e-11	 94.6651	 -5.0893e-11
5.783	 0.00719334	 2.13505e-16	 4.1707	 5.43239e-11	 94.3732	 -5.43023e-11
5.784	 0.00657091	 1.89974e-16	 4.17072	 5.8624e-11	 94.0541	 -5.86024e-11
5.785	 0.00590749	 1.65237e-16	 4.17074	 6.40691e-11	 93.7097	 -6.40478e-11
5.786	 0.00520724	 1.39461e-16	 4.17076	 7.11426e-11	 93.3422	 -7.1122e-11
5.787	 0.00447453	 1.12774e-16	 4.17079	 8.05062e-11	 92.954	 -8.04866e-11
5.788	 0.00371393	 8.53903e-17	 4.17081	 9.33811e-11	 92.5473	 -9.33631e-11
5.789	 0.00293023	 5.74931e-17	 4.17084	 1.11981e-10	 92.1248	 -1.11965e-10
5.79	 0.00212832	 2.92044e-17	 4.17086	 1.40911e-10	 91.6892	 -1.40899e-10
5.791	 0.00131325	 8.21458e-19	 4.17088	 1.9152e-10	 91.243	 -1.91515e-10
5.792	 0.000490132	 -2.75463e-17	 4.1709	 3.01695e-10	 90.7893	 -3.01702e-10
5.793	 -0.000335864	 -5.57649e-17	 4.17092	 7.20332e-10	 90.3306	 -7.20385e-10
5.794	 -0.00115954	 -8.36214e-17	 4.17093	 180	 90.1299	 -180
5.795	 -0.00197572	 -1.11009e-16	 4.17094	 180	 90.5896	 -180
5.796	 -0.00277926	 -1.37672e-16	 4.17095	 180	 91.0454	 -180
5.797	 -0.00356512	 -1.63458e-16	 4.17095	 180	 91.4945	 -180
5.798	 -0.00432834	 -1.88212e-16	 4.17095	 180	 91.9342	 -180
5.799	 -0.00506414	 -2.11764e-16	 4.17094	 180	 92.3615	 -180
5.8	 -0.00576789	 -2.3398e-16	 4.17093	 180	 92.774	 -180
5.801	 -0.00643518	 -2.5473e-16	 4.17092	 180	 93.169	 -180
5.802	 -0.00706185	 -2.73933e-16	 4.1709	 180	 93.5439	 -180
5.803	 -0.00764397	 -2.91468e-16	 4.17088	 180	 93.8965	 -180
5.804	 -0.00817792	 -3.07159e-16	 4.17086	 180	 94.2246	 -180
5.805	 -0.00866038	 -3.20958e-16	 4.17084	 180	 94.5261	 -180
5.806	 -0.00908836	 -3.32754e-16	 4.17081	 180	 94.799	 -180
5.807	 -0.00945922	 -3.42507e-16	 4.17079	 180	 95.0419	 -180
5.808	 -0.00977069	 -3.50058e-16	 4.17076	 180	 95.253	 -180
5.809	 -0.0100209	 -3.55391e-16	 4.17074	 180	 95.4311	 -180
5.81	 -0.0102082	 -3.58478e-16	 4.17072	 180	 95.5752	 -180
5.811	 -0.0103316	 -3.59352e-16	 4.17069	 180	 95.6842	 -180
5.812	 -0.0103903	 -3.58007e-16	 4.17067	 180	 95.7576	 -180
5.813	 -0.0103841	 -3.54453e-16	 4.17066	 180	 95.795	 -180
5.814	 -0.0103129	 -3.48742e-16	 4.17064	 180	 95.796	 -180
5.815	 -0.0101773	 -3.408e-16	 4.17063	 180	 95.7608	 -180
5.816	 -0.00997809	 -3.30726e-16	 4.17063	 180	 95.6895	 -180
5.817	 -0.00971661	 -3.18691e-16	 4.17063	 180	 95.5827	 -180
5.818	 -0.00939448	 -3.0473e-16	 4.17063	 180	 95.4409	 -180
5.819	 -0.00901373	 -2.889e-16	 4.17063	 180	 95.2652	 -180
5.82	 -0.00857674	 -2.71228e-16	 4.17064	 180	 95.0566	 -180
5.821	 -0.00808624	 -2.51933e-16	 4.17065	 180	 94.8165	 -180
5.822	 -0.0075453	 -2.31131e-16	 4.17067	 180	 94.5463	 -180
5.823	 -0.00695729	 -2.0894e-16	 4.17069	 180	 94.2477	 -180
5.824	 -0.00632589	 -1.85436e-16	 4.17071	 180	 93.9227	 -180
5.825	 -0.00565503	 -1.60715e-16	 4.17073	 180	 93.5732	 -180
5.826	 -0.00494892	 -1.34904e-16	 4.17075	 180	 93.2015	 -180
5.827	 -0.00421196	 -1.08288e-16	 4.17078	 180	 92.8099	 -180
5.828	 -0.00344877	 -8.09884e-17	 4.1708	 180	 92.4008	 -180
5.829	 -0.00266412	 -5.32198e-17	 4.17083	 180	 91.9768	 -180
5.83	 -0.00186295	 -2.51862e-17	 4.17085	 180	 91.5405	 -180
5.831	 -0.00105028	 2.95355e-18	 4.17087	 180	 91.0947	 -180
5.832	 -0.000231219	 3.10539e-17	 4.17089	 180	 90.6422	 -180
5.833	 0.000589093	 5.89625e-17	 4.1709	 180	 90.1858	 -180
5.834	 0.00140549	 8.6485e-17	 4.17091	 8.84652e-10	 90.2717	 -8.8477e-10
5.835	 0.00221284	 1.13447e-16	 4.17092	 3.30523e-10	 90.7274	 -3.3058e-10
5.836	 0.00300607	 1.39674e-16	 4.17093	 2.04064e-10	 91.1783	 -2.04106e-10
5.837	 0.00378018	 1.64978e-16	 4.17093	 1.4829e-10	 91.6218	 -1.48325e-10
5.838	 0.00453031	 1.89226e-16	 4.17092	 1.17044e-10	 92.0549	 -1.17074e-10
5.839	 0.00525174	 2.12195e-16	 4.17092	 9.71978e-11	 92.4751	 -9.7223e-11
5.84	 0.00593996	 2.33767e-16	 4.17091	 8.35595e-11	 92.8796	 -8.35813e-11
5.841	 0.00659064	 2.53824e-16	 4.17089	 7.36871e-11	 93.2659	 -7.37057e-11
5.842	 0.00719973	 2.72325e-16	 4.17088	 6.62828e-11	 93.6316	 -6.62985e-11
5.843	 0.00776341	 2.8911e-16	 4.17086	 6.05578e-11	 93.9745	 -6.05707e-11
5.844	 0.00827819	 3.04059e-16	 4.17083	 5.60795e-11	 94.2923	 -5.60898e-11
5.845	 0.00874086	 3.17069e-16	 4.17081	 5.25428e-11	 94.583	 -5.25503e-11
5.846	 0.00914856	 3.28114e-16	 4.17079	 4.97184e-11	 94.845	 -4.97234e-11
5.847	 0.00949878	 3.3709e-16	 4.17076	 4.74539e-11	 95.0765	 -4.74564e-11
5.848	 0.00978937	 3.43956e-16	 4.17074	 4.56728e-11	 95.2761	 -4.56728e-11
5.849	 0.0100186	 3.48604e-16	 4.17071	 4.42733e-11	 95.4426	 -4.4271e-11
5.85	 0.010185	 3.51035e-16	 4.17069	 4.32301e-11	 95.5749	 -4.32256e-11
5.851	 0.0102876	 3.51214e-16	 4.17067	 4.24922e-11	 95.6722	 -4.24855e-11
5.852	 0.0103258	 3.49144e-16	 4.17065	 4.20597e-11	 95.734	 -4.20508e-11
5.853	 0.0102995	 3.44846e-16	 4.17064	 4.18815e-11	 95.7599	 -4.18707e-11
5.854	 0.0102087	 3.38297e-16	 4.17062	 4.19579e-11	 95.7497	 -4.19452e-11
5.855	 0.0100542	 3.29549e-16	 4.17061	 4.23141e-11	 95.7035	 -4.22997e-11
5.856	 0.00983694	 3.18693e-16	 4.17061	 4.29502e-11	 95.6216	 -4.29342e-11
5.857	 0.00955823	 3.05853e-16	 4.17061	 4.38662e-11	 95.5046	 -4.38489e-11
5.858	 0.00921987	 2.91128e-16	 4.17061	 4.5113e-11	 95.3532	 -4.50944e-11
5.859	 0.00882397	 2.74598e-16	 4.17062	 4.67414e-11	 95.1684	 -4.67218e-11
5.86	 0.00837302	 2.56373e-16	 4.17063	 4.88024e-11	 94.9513	 -4.8782e-11
5.861	 0.00786983	 2.36558e-16	 4.17064	 5.13978e-11	 94.7033	 -5.13767e-11
5.862	 0.00731755	 2.15269e-16	 4.17066	 5.46292e-11	 94.426	 -5.46078e-11
5.863	 0.00671962	 1.92632e-16	 4.17068	 5.87003e-11	 94.1211	 -5.86787e-11
5.864	 0.00607977	 1.68742e-16	 4.1707	 6.38146e-11	 93.7905	 -6.37933e-11
5.865	 0.00540201	 1.43745e-16	 4.17072	 7.04302e-11	 93.4363	 -7.04093e-11
5.866	 0.00469058	 1.17862e-16	 4.17074	 7.90813e-11	 93.0607	 -7.90614e-11
5.867	 0.00394991	 9.11703e-17	 4.17077	 9.08112e-11	 92.666	 -9.07927e-11
5.868	 0.00318465	 6.39139e-17	 4.17079	 1.07401e-10	 92.2548	 -1.07385e-10
5.869	 0.00239959	 3.62322e-17	 4.17082	 1.32413e-10	 91.8296	 -1.324e-10
5.87	 0.00159966	 8.34306e-18	 4.17084	 1.73938e-10	 91.393	 -1.7393e-10
5.871	 0.000789886	 -1.95917e-17	 4.17086	 2.55717e-10	 90.9478	 -2.55718e-10
